Car Name,City,Price (PKR),Model Year,Mileage (km),Fuel Type,Engine CC,Transmission
KIA Sportage FWD,Karachi,5850000.0,2020,103398.0,Petrol,2000 cc,Automatic
Toyota Vitz F 1.0,Karachi,2700000.0,2013,103878.0,Petrol,1000 cc,Automatic
Honda Civic Oriel 1.8 i-VTEC CVT,Karachi,6150000.0,2021,65724.0,Petrol,1800 cc,Automatic
Suzuki Ravi Deckless,Karachi,850000.0,2013,100000.0,Petrol,800 cc,Manual
Daihatsu Mira L SA,Karachi,2385000.0,2014,87000.0,Petrol,660 cc,Automatic
Toyota Corolla Altis Automatic 1.6,Karachi,4400000.0,2019,118413.0,Petrol,1600 cc,Automatic
Nissan Note,Karachi,4100000.0,2019,87234.0,Hybrid,1200 cc,Automatic
Suzuki Bolan VX,Karachi,750000.0,2010,66999.0,Petrol,800 cc,Manual
Honda Civic Rebirth VTi Prosmatec 1.8 i-VTEC,Karachi,3200000.0,2014,160991.0,Petrol,1800 cc,Automatic
Mercedes Benz E Class 4th (W212) Generation E300,Karachi,17000000.0,2015,59001.0,Petrol,3500 cc,Automatic
Dongfeng Guru,Karachi,1300000.0,2013,100000.0,Petrol,3299 cc,Manual
Toyota Corolla Altis X Automatic 1.6,Karachi,5190000.0,2021,63500.0,Petrol,1600 cc,Automatic
Suzuki Cultus Auto Gear Shift,Karachi,3390000.0,2022,70000.0,Petrol,1000 cc,Automatic
Daihatsu Mira L,Karachi,2600000.0,2013,92000.0,Petrol,660 cc,Automatic
Daihatsu Mira X Memorial Edition,Karachi,2480000.0,2014,86000.0,Petrol,660 cc,Automatic
Suzuki Every 6th Generation (Imported) PC,Karachi,2800000.0,2020,97000.0,Petrol,660 cc,Manual
Lexus RX Series 450h L,Karachi,23800000.0,2016,25000.0,Hybrid,3500 cc,Automatic
Mercedes Benz E Class 5th (W213) Generation E 180 AMG,Karachi,32000000.0,2021,5000.0,Petrol,1500 cc,Automatic
Audi Q3,Karachi,12500000.0,2020,55000.0,Petrol,1400 cc,Automatic
Daihatsu Move L SA 3,Karachi,3625000.0,2020,32000.0,Petrol,658 cc,Automatic
Suzuki Alto,Karachi,2250000.0,2022,65000.0,Petrol,660 cc,Manual
Honda Vezel Hybrid Z Style Edition,Karachi,4700000.0,2015,103000.0,Hybrid,1500 cc,Automatic
Toyota Vitz F 1.0,Karachi,3879999.0,2018,48000.0,Petrol,1000 cc,Automatic
Suzuki Ravi,Karachi,880000.0,2017,48232.0,Petrol,896 cc,Manual
Toyota Yaris Hatchback X,Karachi,4100000.0,2023,4999.0,Petrol,1000 cc,Automatic
Toyota Sienta,Karachi,5850000.0,2019,131000.0,Hybrid,1500 cc,Automatic
Daihatsu Mira X Memorial Edition,Karachi,2630000.0,2015,81000.0,Petrol,660 cc,Automatic
Toyota Corolla GLi 1.3 VVTi,Karachi,3250000.0,2015,134000.0,Petrol,1300 cc,Manual
Toyota Passo X L Package,Karachi,2675000.0,2014,84000.0,Petrol,1000 cc,Automatic
Toyota Vitz F Safety Edition II,Karachi,3650000.0,2018,81000.0,Petrol,1300 cc,Automatic
Toyota Premio F 1.5,Karachi,7000000.0,2016,70000.0,Petrol,1500 cc,Automatic
Toyota Yaris Sedan GLI CVT 1.3,Karachi,4980000.0,2024,1700.0,Petrol,1300 cc,Automatic
Suzuki Cultus EURO II,Karachi,1595000.0,2015,90000.0,Petrol,1000 cc,Manual
Suzuki Mehran VX (CNG),Karachi,470000.0,2005,86000.0,Petrol,800 cc,Manual
BMW 7 Series i7 xDrive60 Excellence,Karachi,62500000.0,2022,1500.0,Electric,105.0 kWh,Automatic
Toyota Corolla Altis Grande CVT-i 1.8,Karachi,5440000.0,2019,52000.0,Petrol,1800 cc,Automatic
Toyota Raize G,Karachi,5200000.0,2020,39752.0,Petrol,1000 cc,Automatic
Honda City 6th Generation 1.2L CVT,Karachi,4575000.0,2023,15000.0,Petrol,1200 cc,Automatic
Isuzu D-Max V-Cross Automatic 3.0,Karachi,7350000.0,2019,95000.0,Diesel,3000 cc,Automatic
Suzuki Alto VXR,Karachi,2600000.0,2023,25200.0,Petrol,660 cc,Manual
Suzuki Swift DLX 1.3 Navigation,Karachi,2300000.0,2017,88000.0,Petrol,1300 cc,Manual
Honda Civic VTi Oriel Prosmatec 1.6,Karachi,2050000.0,2002,180000.0,Petrol,2400 cc,Automatic
Toyota Raize Z,Karachi,6200000.0,2020,32000.0,Petrol,1000 cc,Automatic
Toyota Raize Z,Karachi,6200000.0,2020,34000.0,Petrol,1000 cc,Automatic
Nissan Clipper DX,Karachi,1775000.0,2014,101441.0,Petrol,660 cc,Automatic
Toyota Prius A,Karachi,7850000.0,2020,51189.0,Hybrid,1800 cc,Automatic
Toyota Aqua S,Karachi,3625000.0,2015,88000.0,Hybrid,1500 cc,Automatic
Toyota Corolla Altis 1.8,Karachi,1900000.0,2006,98554.0,Petrol,1800 cc,Manual
Toyota Vitz F 1.0,Karachi,2850000.0,2014,90000.0,Petrol,1000 cc,Automatic
Suzuki Alto VXR,Karachi,749000.0,2006,113000.0,Petrol,1000 cc,Manual
Toyota Fortuner 2.7 V,Karachi,14200000.0,2022,50000.0,Petrol,2700 cc,Automatic
Suzuki Jimny Turbo,Karachi,4525000.0,2020,35000.0,Petrol,658 cc,Automatic
Isuzu D-Max V-Cross Limited GTX Edition,Karachi,7250000.0,2020,58000.0,Diesel,3000 cc,Automatic
KIA Sportage AWD,Karachi,7000000.0,2022,62000.0,Petrol,2000 cc,Automatic
Mercedes Benz C Class C180,Karachi,13500000.0,2018,35000.0,Petrol,1600 cc,Automatic
Audi Q2 1st Generation 1.0 TFSI Standard Line,Karachi,6200000.0,2017,89000.0,Petrol,1000 cc,Automatic
Suzuki Mehran VXR Euro II,Karachi,1475000.0,2019,94000.0,Petrol,800 cc,Manual
KIA Sportage FWD,Karachi,6900000.0,2022,19000.0,Petrol,2000 cc,Automatic
KIA Sportage AWD,Karachi,6125000.0,2019,75000.0,Petrol,2000 cc,Automatic
KIA Sportage AWD,Karachi,6150000.0,2019,48000.0,Petrol,2000 cc,Automatic
Hyundai Tucson AWD A/T Ultimate,Karachi,7275000.0,2022,41000.0,Petrol,2000 cc,Automatic
Honda Civic Rebirth Oriel Prosmatec UG,Karachi,3700000.0,2016,89000.0,Petrol,1800 cc,Automatic
Suzuki Swift GLX CVT,Karachi,4650000.0,2023,14500.0,Petrol,1200 cc,Automatic
Daihatsu Boon,Karachi,1850000.0,2007,80000.0,Petrol,1000 cc,Automatic
Toyota Corolla XLi VVTi,Karachi,2345000.0,2011,89500.0,Petrol,1300 cc,Manual
Toyota Prius,Karachi,2290000.0,2008,140000.0,Hybrid,1500 cc,Automatic
Honda City Aspire Prosmatec 1.3 i-VTEC,Karachi,3350000.0,2016,90000.0,Petrol,1300 cc,Automatic
Toyota Raize Z,Karachi,6300000.0,2020,17000.0,Petrol,1000 cc,Automatic
Toyota Raize Z,Karachi,6100000.0,2020,60000.0,Petrol,1000 cc,Automatic
Honda City 5th (GM2) Generation 1.3 i-VTEC Prosmatec,Karachi,3050000.0,2014,62000.0,Petrol,1300 cc,Automatic
Suzuki Alto,Karachi,1650000.0,2007,160000.0,Petrol,660 cc,Automatic
Honda City,Karachi,2550000.0,2011,104000.0,Petrol,1500 cc,Automatic
Nissan Dayz J,Karachi,2825000.0,2019,75000.0,Petrol,660 cc,Automatic
Honda Civic EXi,Karachi,1490000.0,2002,185000.0,Petrol,1500 cc,Manual
Toyota C-HR G-LED,Karachi,8650000.0,2019,68000.0,Hybrid,1800 cc,Automatic
Suzuki Mehran VXR,Karachi,700000.0,2008,80172.0,Petrol,800 cc,Manual
Hyundai Sonata 2.5,Karachi,10600000.0,2021,19000.0,Petrol,2500 cc,Automatic
Hyundai Tucson AWD A/T Ultimate (Black Interior),Karachi,11900000.0,2025,4500.0,Hybrid,2000 cc,Automatic
Toyota Corolla Axio Hybrid 1.5,Karachi,4600000.0,2014,109000.0,Hybrid,1500 cc,Automatic
Toyota Aqua G,Karachi,5100000.0,2018,110000.0,Hybrid,1500 cc,Automatic
Suzuki Alto,Karachi,1125000.0,2009,786.0,LPG,1000 cc,Manual
Toyota Raize Z,Karachi,5250000.0,2020,70000.0,Petrol,1000 cc,Automatic
Toyota Passo X,Karachi,1595000.0,2007,92321.0,Petrol,1000 cc,Automatic
Suzuki Cultus EURO II,Karachi,1335000.0,2013,49000.0,Petrol,1000 cc,Manual
Toyota Fortuner 2.8 Sigma 4,Karachi,16000000.0,2022,43500.0,Diesel,2800 cc,Automatic
KIA Sportage AWD,Karachi,7450000.0,2022,44824.0,Petrol,2000 cc,Automatic
Toyota Raize Z,Karachi,5850000.0,2020,48000.0,Petrol,1000 cc,Automatic
Mercedes Benz C Class C63 AMG,Karachi,25500000.0,2015,80000.0,Petrol,4000 cc,Automatic
Nissan Juke 15RX Premium Personalize Package,Karachi,2800000.0,2011,160000.0,Petrol,1500 cc,Automatic
Lexus LX Series LX570,Karachi,53000000.0,2016,50000.0,Petrol,5700 cc,Automatic
Suzuki Wagon R VXR,Karachi,2095000.0,2019,89500.0,Petrol,1000 cc,Manual
Honda Civic Rebirth VTi Prosmatec 1.8 i-VTEC,Karachi,3350000.0,2013,106000.0,Petrol,1800 cc,Automatic
Toyota Yaris Sedan GLI CVT 1.3,Karachi,4150000.0,2021,67000.0,Petrol,1300 cc,Automatic
Toyota Raize Z,Karachi,6400000.0,2021,48000.0,Petrol,1000 cc,Automatic
Honda City Aspire Prosmatec 1.5 i-VTEC,Karachi,3250000.0,2016,82300.0,Petrol,1500 cc,Automatic
Toyota Belta X S Package 1.3,Karachi,2095000.0,2006,110000.0,Petrol,1300 cc,Automatic
Suzuki Mehran VXR (CNG),Karachi,1100000.0,2011,88000.0,Petrol,800 cc,Manual
Honda City 5th (GM2) Generation Aspire Prosmatec 1.5 i-VTEC,Karachi,4150000.0,2019,69000.0,Petrol,1500 cc,Automatic
Honda Civic Oriel 1.8 i-VTEC CVT,Karachi,5950000.0,2020,40000.0,Petrol,1800 cc,Automatic
Toyota Prado 2nd (J90) Generation RZ 3.0D (3-Door),Karachi,5500000.0,1997,121000.0,Diesel,3000 cc,Automatic
Toyota Crown,Karachi,11200000.0,2014,135000.0,Hybrid,2500 cc,Automatic
KIA Sportage Black Limited Edition,Karachi,8200000.0,2023,36000.0,Petrol,2000 cc,Automatic
Toyota Corolla Altis SR Cruisetronic 1.6,Karachi,3150000.0,2013,120000.0,Petrol,1600 cc,Automatic
Suzuki Swift DLX Automatic 1.3 Navigation,Karachi,2850000.0,2019,42000.0,Petrol,1300 cc,Automatic
Suzuki Cultus Limited Edition,Karachi,1700000.0,2017,62000.0,Petrol,1000 cc,Manual
Honda City 5th (GM2) Generation 1.3 i-VTEC Prosmatec,Karachi,2550000.0,2012,100000.0,Petrol,1300 cc,Automatic
Daihatsu Hijet Cruise,Karachi,1700000.0,2011,120000.0,Petrol,660 cc,Automatic
Suzuki Cultus Limited Edition,Karachi,1610000.0,2017,89500.0,Petrol,1000 cc,Manual
Suzuki Alto VXR,Karachi,2775000.0,2024,6100.0,Petrol,660 cc,Manual
Suzuki Alto VXR,Karachi,2400000.0,2022,29600.0,Petrol,660 cc,Manual
Suzuki Bolan VX Euro II,Karachi,900000.0,2016,75000.0,Petrol,800 cc,Manual
Honda Civic VTi Prosmatec 1.8 i-VTEC,Karachi,4000000.0,2015,49000.0,Petrol,1800 cc,Automatic
Suzuki Every Wagon,Karachi,1750000.0,2010,105000.0,Petrol,660 cc,Automatic
Suzuki Alto VXR,Karachi,2410000.0,2022,76213.0,Petrol,660 cc,Manual
Suzuki Alto VXR,Karachi,2400000.0,2022,97000.0,Petrol,660 cc,Manual
Toyota Corolla Altis Automatic 1.6,Karachi,4650000.0,2018,49000.0,Petrol,1600 cc,Automatic
Toyota Yaris Sedan GLI CVT 1.3,Karachi,4875000.0,2025,6200.0,Petrol,1300 cc,Automatic
Nissan Dayz Highway Star S hybrid X pro pilot,Karachi,4275000.0,2022,55000.0,Hybrid,660 cc,Automatic
Suzuki Cultus EURO II,Karachi,1520000.0,2012,50000.0,Petrol,1000 cc,Manual
Toyota Passo Moda G,Karachi,4430000.0,2021,42000.0,Petrol,1000 cc,Automatic
Honda Civic 7th Generation (Facelift) VTi 1.6,Karachi,1500000.0,2006,138000.0,Petrol,1600 cc,Manual
Toyota Premio G 2.0,Karachi,2800000.0,2002,110000.0,Petrol,2000 cc,Automatic
Suzuki Cultus EURO II,Karachi,1400000.0,2014,75000.0,Petrol,1000 cc,Manual
Suzuki Every Join,Karachi,1470000.0,2010,130000.0,Petrol,660 cc,Automatic
